                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 1.4171,                 0.7179,                 1.0611,                0.87098,                0.67627,                0.77961,                0.46979,                 1.3381,                0.67225,                 1.0299,               0.001538,               0.001538,               0.001538
                     73,                 1.4409,                0.72573,                 1.0633,                0.86673,                0.68024,                0.78696,                0.47935,                 1.3242,                0.64381,                 1.0239,              0.0015314,              0.0015314,              0.0015314
                     74,                 1.4127,                0.71095,                 1.0699,                0.86928,                0.69058,                0.79453,                0.48775,                 1.3037,                0.63669,                 1.0167,              0.0015248,              0.0015248,              0.0015248
                     75,                 1.4226,                0.71323,                  1.067,                0.85618,                0.68012,                0.77902,                0.46972,                 1.3411,                0.65651,                 1.0279,              0.0015182,              0.0015182,              0.0015182
                     76,                 1.4267,                0.71499,                 1.0706,                0.85544,                0.68757,                0.78534,                0.47765,                 1.3128,                0.65662,                 1.0184,              0.0015116,              0.0015116,              0.0015116
                     77,                 1.4257,                0.71712,                 1.0573,                0.87121,                0.68494,                 0.7883,                0.48174,                 1.3169,                0.64206,                 1.0207,               0.001505,               0.001505,               0.001505
                     78,                 1.4205,                0.71161,                 1.0687,                0.87139,                0.69171,                0.79102,                0.49096,                 1.2858,                0.63464,                 1.0139,              0.0014984,              0.0014984,              0.0014984
                     79,                 1.4084,                0.71071,                 1.0589,                0.85938,                0.69219,                0.78811,                0.48244,                 1.3091,                0.64659,                 1.0207,              0.0014918,              0.0014918,              0.0014918
                     80,                 1.4091,                0.71044,                 1.0629,                0.86819,                0.67816,                0.78425,                0.47705,                 1.3216,                0.64345,                  1.019,              0.0014852,              0.0014852,              0.0014852
                     81,                 1.4141,                0.71429,                 1.0585,                0.86851,                0.68191,                0.78908,                0.48992,                 1.2746,                0.64376,                 1.0105,              0.0014786,              0.0014786,              0.0014786
                     82,                 1.3809,                0.69724,                 1.0504,                0.86724,                0.69217,                0.79364,                0.48789,                 1.2893,                0.63826,                 1.0134,               0.001472,               0.001472,               0.001472
                     83,                 1.3945,                0.70799,                 1.0522,                0.87116,                0.69715,                0.79784,                0.49754,                 1.2657,                0.61766,                 1.0048,              0.0014654,              0.0014654,              0.0014654
                     84,                 1.4066,                0.70825,                 1.0556,                0.86062,                0.69875,                0.79399,                0.49499,                 1.2643,                0.63505,                  1.006,              0.0014588,              0.0014588,              0.0014588
                     85,                 1.4177,                0.71338,                 1.0588,                0.86775,                0.69156,                0.79231,                0.48857,                 1.2844,                0.63515,                 1.0106,              0.0014522,              0.0014522,              0.0014522
                     86,                 1.3973,                0.70355,                 1.0561,                0.86985,                0.69643,                0.79517,                0.49111,                 1.2804,                0.63383,                 1.0047,              0.0014456,              0.0014456,              0.0014456
                     87,                 1.4058,                0.70326,                 1.0538,                0.86771,                0.69038,                0.79193,                0.49129,                 1.2725,                0.63894,                 1.0073,               0.001439,               0.001439,               0.001439
                     88,                 1.4149,                0.71275,                 1.0599,                0.85765,                 0.6883,                0.78761,                0.48373,                 1.2997,                0.65041,                 1.0147,              0.0014324,              0.0014324,              0.0014324
                     89,                 1.3982,                0.70976,                 1.0586,                0.85724,                0.68745,                0.78889,                0.48312,                 1.2941,                0.64039,                 1.0099,              0.0014258,              0.0014258,              0.0014258
                     90,                 1.3873,                0.70339,                 1.0482,                0.87695,                0.68935,                0.79603,                0.49538,                 1.2739,                0.62389,                 1.0031,              0.0014192,              0.0014192,              0.0014192
                     91,                 1.4036,                0.70493,                 1.0529,                0.87294,                0.68791,                0.79052,                0.48772,                 1.2901,                 0.6354,                 1.0131,              0.0014126,              0.0014126,              0.0014126
                     92,                 1.4052,                0.70625,                 1.0575,                0.87453,                0.68574,                0.79168,                0.48962,                 1.2915,                0.62955,                 1.0117,               0.001406,               0.001406,               0.001406
                     93,                 1.3695,                0.69639,                 1.0521,                0.87368,                0.67941,                0.78853,                0.49036,                 1.2759,                 0.6286,                 1.0072,              0.0013994,              0.0013994,              0.0013994
                     94,                 1.3785,                0.69384,                 1.0501,                0.87466,                0.67945,                0.78721,                0.49317,                 1.2656,                0.62662,                 1.0033,              0.0013928,              0.0013928,              0.0013928
                     95,                  1.385,                    0.7,                 1.0568,                0.87263,                0.67652,                0.78718,                0.48143,                 1.3157,                0.63461,                 1.0177,              0.0013862,              0.0013862,              0.0013862
                     96,                 1.4053,                0.70214,                  1.053,                 0.8729,                0.69046,                0.79414,                0.49251,                 1.2784,                0.63459,                 1.0072,              0.0013796,              0.0013796,              0.0013796
                     97,                  1.386,                0.70047,                  1.054,                0.86822,                 0.6847,                0.78889,                0.48719,                 1.2917,                0.63943,                 1.0108,               0.001373,               0.001373,               0.001373
                     98,                 1.3823,                 0.6949,                 1.0472,                0.87559,                0.69208,                0.79482,                0.50306,                 1.2414,                0.62495,                0.99663,              0.0013664,              0.0013664,              0.0013664
                     99,                 1.4036,                0.70978,                 1.0539,                  0.877,                0.68832,                0.79335,                0.49533,                  1.264,                0.62651,                 1.0046,              0.0013598,              0.0013598,              0.0013598
                    100,                  1.382,                0.69785,                 1.0463,                0.87644,                0.68124,                0.78783,                0.48209,                 1.2981,                0.63224,                 1.0084,              0.0013532,              0.0013532,              0.0013532
                    101,                 1.3828,                0.70038,                 1.0528,                0.85683,                0.69106,                0.78959,                0.48852,                 1.2725,                0.64059,                 1.0047,              0.0013466,              0.0013466,              0.0013466
